#id	length	GC	avg.qual	sample
SRR9089357.8794	1543	53.34	49.15	Zymo_FL16S
SRR9089357.8795	1537	54.39	32.35	Zymo_FL16S
SRR9089357.8796	1529	53.83	37.35	Zymo_FL16S
SRR9089357.8797	1554	53.60	37.60	Zymo_FL16S
SRR9089357.8798	1546	50.78	35.34	Zymo_FL16S
SRR9089357.8799	1545	50.55	41.40	Zymo_FL16S
SRR9089357.8800	1545	54.76	38.32	Zymo_FL16S
SRR9089357.8801	1544	50.58	34.63	Zymo_FL16S
SRR9089357.8802	1543	54.63	63.69	Zymo_FL16S
SRR9089357.8803	1535	54.46	44.47	Zymo_FL16S
SRR9089357.8804	1532	53.85	30.45	Zymo_FL16S
SRR9089357.8805	1570	52.68	33.97	Zymo_FL16S
SRR9089357.8806	1536	54.36	30.24	Zymo_FL16S
SRR9089357.8807	1543	53.27	33.59	Zymo_FL16S
SRR9089357.8808	1543	53.34	51.16	Zymo_FL16S
SRR9089357.8809	1543	54.76	62.05	Zymo_FL16S
SRR9089357.8810	1554	53.60	35.27	Zymo_FL16S
SRR9089357.8811	1544	54.66	49.48	Zymo_FL16S
SRR9089357.8812	656	52.90	45.13	Zymo_FL16S
SRR9089357.8813	1552	50.77	30.51	Zymo_FL16S
SRR9089357.8814	1534	54.37	32.80	Zymo_FL16S
SRR9089357.8815	1544	53.43	40.83	Zymo_FL16S
SRR9089357.8816	1544	54.66	39.84	Zymo_FL16S
SRR9089357.8817	1569	52.71	36.42	Zymo_FL16S
SRR9089357.8818	1535	54.27	37.89	Zymo_FL16S
SRR9089357.8819	1543	54.70	35.46	Zymo_FL16S
SRR9089357.8820	1544	54.86	33.75	Zymo_FL16S
SRR9089357.8821	1543	54.76	42.87	Zymo_FL16S
SRR9089357.8822	1534	54.37	32.39	Zymo_FL16S
SRR9089357.8823	1544	50.78	34.69	Zymo_FL16S
SRR9089357.8824	1535	54.33	51.54	Zymo_FL16S
SRR9089357.8825	1557	53.63	31.41	Zymo_FL16S
SRR9089357.8826	1543	54.70	33.65	Zymo_FL16S
SRR9089357.8827	1535	54.27	68.78	Zymo_FL16S
SRR9089357.8828	1581	52.56	31.53	Zymo_FL16S
SRR9089357.8829	1554	53.41	38.90	Zymo_FL16S
SRR9089357.8830	1542	50.71	32.30	Zymo_FL16S
SRR9089357.8831	1529	53.76	34.84	Zymo_FL16S
SRR9089357.8832	1534	54.37	43.52	Zymo_FL16S
SRR9089357.8833	1547	50.87	30.88	Zymo_FL16S
SRR9089357.8834	1578	52.47	37.85	Zymo_FL16S
SRR9089357.8835	1569	52.64	70.78	Zymo_FL16S
SRR9089357.8836	1543	53.40	39.43	Zymo_FL16S
SRR9089357.8837	1543	54.83	38.77	Zymo_FL16S
SRR9089357.8838	1555	53.76	37.83	Zymo_FL16S
SRR9089357.8839	1568	52.49	36.73	Zymo_FL16S
SRR9089357.8840	1542	54.73	39.10	Zymo_FL16S
SRR9089357.8841	1548	50.90	30.03	Zymo_FL16S
SRR9089357.8842	1553	53.44	45.24	Zymo_FL16S
SRR9089357.8843	1540	54.68	32.75	Zymo_FL16S
SRR9089357.8844	1536	54.30	46.86	Zymo_FL16S
SRR9089357.8845	1546	50.91	52.83	Zymo_FL16S
SRR9089357.8846	1569	52.64	43.93	Zymo_FL16S
SRR9089357.8847	1543	54.70	51.68	Zymo_FL16S
SRR9089357.8848	1527	50.88	40.66	Zymo_FL16S
SRR9089357.8849	1545	50.74	33.20	Zymo_FL16S
SRR9089357.8850	1543	54.63	70.68	Zymo_FL16S
SRR9089357.8851	1545	50.87	48.15	Zymo_FL16S
SRR9089357.8852	1543	54.70	52.30	Zymo_FL16S
SRR9089357.8853	1555	53.44	39.56	Zymo_FL16S
SRR9089357.8854	1579	52.56	36.08	Zymo_FL16S
SRR9089357.8855	1536	54.36	36.39	Zymo_FL16S
SRR9089357.8856	1546	50.78	36.15	Zymo_FL16S
SRR9089357.8857	1547	50.81	30.16	Zymo_FL16S
SRR9089357.8858	1535	54.33	53.86	Zymo_FL16S
SRR9089357.8859	1535	54.27	55.83	Zymo_FL16S
SRR9089357.8860	1554	53.60	52.76	Zymo_FL16S
SRR9089357.8861	1542	54.80	31.86	Zymo_FL16S
SRR9089357.8862	1544	53.37	39.95	Zymo_FL16S
SRR9089357.8863	1535	54.46	35.79	Zymo_FL16S
SRR9089357.8864	1543	53.27	36.09	Zymo_FL16S
SRR9089357.8865	1569	52.58	50.59	Zymo_FL16S
SRR9089357.8866	1545	50.94	33.29	Zymo_FL16S
SRR9089357.8867	1554	53.41	86.47	Zymo_FL16S
SRR9089357.8868	1543	54.63	38.40	Zymo_FL16S
SRR9089357.8869	1535	54.33	50.73	Zymo_FL16S
SRR9089357.8870	1556	53.53	34.39	Zymo_FL16S
SRR9089357.8871	1568	52.61	33.98	Zymo_FL16S
SRR9089357.8872	3108	53.64	31.62	Zymo_FL16S
SRR9089357.8873	1533	54.40	30.12	Zymo_FL16S
SRR9089357.8874	1535	54.14	37.71	Zymo_FL16S
SRR9089357.8875	1543	53.21	34.83	Zymo_FL16S
SRR9089357.8876	1545	51.00	39.57	Zymo_FL16S
SRR9089357.8877	1554	53.67	34.36	Zymo_FL16S
SRR9089357.8878	1543	53.34	38.09	Zymo_FL16S
SRR9089357.8879	1231	51.26	40.29	Zymo_FL16S
SRR9089357.8880	1536	54.23	33.11	Zymo_FL16S
SRR9089357.8881	1554	53.54	77.92	Zymo_FL16S
SRR9089357.8882	1542	54.80	41.32	Zymo_FL16S
SRR9089357.8883	1534	54.30	30.91	Zymo_FL16S
SRR9089357.8884	1536	54.23	48.00	Zymo_FL16S
SRR9089357.8885	1542	53.37	45.38	Zymo_FL16S
SRR9089357.8886	1529	53.70	34.30	Zymo_FL16S
SRR9089357.8887	1545	50.81	31.61	Zymo_FL16S
SRR9089357.8888	1545	50.68	35.39	Zymo_FL16S
SRR9089357.8889	1535	54.27	33.60	Zymo_FL16S
SRR9089357.8890	1535	54.27	71.65	Zymo_FL16S
SRR9089357.8891	1535	54.14	50.48	Zymo_FL16S
SRR9089357.8892	1569	52.71	30.00	Zymo_FL16S
SRR9089357.8893	1536	54.36	42.32	Zymo_FL16S
SRR9089357.8894	1536	54.36	39.42	Zymo_FL16S
SRR9089357.8895	1541	53.41	34.57	Zymo_FL16S
SRR9089357.8896	1554	53.41	50.10	Zymo_FL16S
SRR9089357.8897	1543	53.27	48.63	Zymo_FL16S
SRR9089357.8898	1546	53.36	32.80	Zymo_FL16S
SRR9089357.8899	1545	53.27	32.63	Zymo_FL16S
SRR9089357.8900	1539	54.91	30.91	Zymo_FL16S
SRR9089357.8901	1543	53.27	73.15	Zymo_FL16S
SRR9089357.8902	1535	54.33	40.67	Zymo_FL16S
SRR9089357.8903	1541	54.83	37.39	Zymo_FL16S
SRR9089357.8904	1543	54.63	44.22	Zymo_FL16S
SRR9089357.8905	1535	54.27	43.78	Zymo_FL16S
SRR9089357.8906	1546	50.97	33.72	Zymo_FL16S
SRR9089357.8907	1544	50.97	33.14	Zymo_FL16S
SRR9089357.8908	1552	53.35	52.46	Zymo_FL16S
SRR9089357.8909	1569	52.58	78.49	Zymo_FL16S
SRR9089357.8910	1535	54.27	86.58	Zymo_FL16S
SRR9089357.8911	1543	53.21	34.32	Zymo_FL16S
SRR9089357.8912	1541	53.28	31.68	Zymo_FL16S
SRR9089357.8913	1536	54.30	39.66	Zymo_FL16S
SRR9089357.8914	1535	54.27	61.86	Zymo_FL16S
SRR9089357.8915	1553	53.38	35.10	Zymo_FL16S
SRR9089357.8916	1545	54.63	32.98	Zymo_FL16S
SRR9089357.8917	1528	53.86	49.84	Zymo_FL16S
SRR9089357.8918	1545	50.68	33.98	Zymo_FL16S
SRR9089357.8919	1541	54.70	36.54	Zymo_FL16S
SRR9089357.8920	1569	52.58	34.94	Zymo_FL16S
SRR9089357.8921	1554	53.67	30.80	Zymo_FL16S
SRR9089357.8922	1543	53.27	54.26	Zymo_FL16S
SRR9089357.8923	1545	50.61	43.54	Zymo_FL16S
SRR9089357.8924	1569	52.52	37.53	Zymo_FL16S
SRR9089357.8925	1543	54.63	40.07	Zymo_FL16S
SRR9089357.8926	1543	54.76	36.09	Zymo_FL16S
SRR9089357.8927	1529	53.89	42.07	Zymo_FL16S
SRR9089357.8928	1535	54.33	43.17	Zymo_FL16S
SRR9089357.8929	1535	54.27	30.43	Zymo_FL16S
SRR9089357.8930	1543	54.70	33.86	Zymo_FL16S
SRR9089357.8931	1535	54.27	43.65	Zymo_FL16S
SRR9089357.8932	1544	53.30	41.78	Zymo_FL16S
SRR9089357.8933	1535	54.20	55.13	Zymo_FL16S
SRR9089357.8934	1544	53.37	38.70	Zymo_FL16S
SRR9089357.8935	1544	53.43	44.75	Zymo_FL16S
SRR9089357.8936	1535	54.20	30.63	Zymo_FL16S
SRR9089357.8937	1545	50.94	45.86	Zymo_FL16S
SRR9089357.8938	1530	53.79	58.71	Zymo_FL16S
SRR9089357.8939	1544	53.37	56.81	Zymo_FL16S
SRR9089357.8940	1579	52.63	74.14	Zymo_FL16S
SRR9089357.8941	1545	50.81	35.08	Zymo_FL16S
SRR9089357.8942	1543	54.63	40.61	Zymo_FL16S
SRR9089357.8943	1545	51.00	42.16	Zymo_FL16S
SRR9089357.8944	1543	54.70	42.59	Zymo_FL16S
SRR9089357.8945	1529	53.83	76.53	Zymo_FL16S
SRR9089357.8946	1535	54.33	45.58	Zymo_FL16S
SRR9089357.8947	1569	52.58	40.92	Zymo_FL16S
SRR9089357.8948	1545	50.74	35.14	Zymo_FL16S
SRR9089357.8949	1568	52.42	52.24	Zymo_FL16S
SRR9089357.8950	1543	50.87	32.57	Zymo_FL16S
SRR9089357.8951	1554	53.60	32.99	Zymo_FL16S
SRR9089357.8952	1554	53.67	34.82	Zymo_FL16S
SRR9089357.8953	1540	51.10	35.04	Zymo_FL16S
SRR9089357.8954	1544	50.91	38.88	Zymo_FL16S
SRR9089357.8955	1544	50.97	32.66	Zymo_FL16S
SRR9089357.8956	1545	50.81	77.44	Zymo_FL16S
SRR9089357.8957	1554	53.54	33.17	Zymo_FL16S
SRR9089357.8958	1540	54.68	32.82	Zymo_FL16S
SRR9089357.8959	1543	54.76	34.06	Zymo_FL16S
SRR9089357.8960	1536	54.30	36.09	Zymo_FL16S
SRR9089357.8961	1543	53.34	41.09	Zymo_FL16S
SRR9089357.8962	1579	52.63	35.19	Zymo_FL16S
SRR9089357.8963	1567	52.52	30.91	Zymo_FL16S
SRR9089357.8964	1568	52.74	35.75	Zymo_FL16S
SRR9089357.8965	1534	54.11	51.42	Zymo_FL16S
SRR9089357.8966	1532	54.18	30.34	Zymo_FL16S
SRR9089357.8967	1542	54.67	35.98	Zymo_FL16S
SRR9089357.8968	1545	50.74	53.41	Zymo_FL16S
SRR9089357.8969	1569	52.45	33.52	Zymo_FL16S
SRR9089357.8970	1536	54.30	41.40	Zymo_FL16S
SRR9089357.8971	1543	54.63	52.17	Zymo_FL16S
SRR9089357.8972	3086	51.94	32.29	Zymo_FL16S
SRR9089357.8973	1546	50.91	35.66	Zymo_FL16S
SRR9089357.8974	1545	50.87	37.34	Zymo_FL16S
SRR9089357.8975	2409	53.76	43.78	Zymo_FL16S
SRR9089357.8976	1569	52.64	37.47	Zymo_FL16S
SRR9089357.8977	1543	53.34	50.68	Zymo_FL16S
SRR9089357.8978	1537	54.26	32.83	Zymo_FL16S
SRR9089357.8979	1543	54.63	42.07	Zymo_FL16S
SRR9089357.8980	1567	52.65	34.04	Zymo_FL16S
SRR9089357.8981	1555	53.44	33.29	Zymo_FL16S
SRR9089357.8982	1554	53.54	48.95	Zymo_FL16S
SRR9089357.8983	1547	50.94	30.22	Zymo_FL16S
SRR9089357.8984	1545	50.87	30.60	Zymo_FL16S
SRR9089357.8985	1543	53.27	44.57	Zymo_FL16S
SRR9089357.8986	1535	54.27	34.72	Zymo_FL16S
SRR9089357.8987	1535	53.75	36.72	Zymo_FL16S
SRR9089357.8988	1540	53.51	63.76	Zymo_FL16S
SRR9089357.8989	1543	54.70	46.53	Zymo_FL16S
SRR9089357.8990	1543	50.81	35.84	Zymo_FL16S
SRR9089357.8991	1536	54.49	33.79	Zymo_FL16S
SRR9089357.8992	1547	53.26	33.32	Zymo_FL16S
SRR9089357.8993	1535	54.33	42.30	Zymo_FL16S
SRR9089357.8994	1538	54.68	35.47	Zymo_FL16S
SRR9089357.8995	1543	54.76	42.77	Zymo_FL16S
SRR9089357.8996	1554	53.35	30.47	Zymo_FL16S
SRR9089357.8997	1566	52.43	71.88	Zymo_FL16S
SRR9089357.8998	1540	53.44	31.11	Zymo_FL16S
SRR9089357.8999	1543	53.40	61.16	Zymo_FL16S
SRR9089357.9000	1543	50.55	47.68	Zymo_FL16S
SRR9089357.9001	1543	50.94	33.68	Zymo_FL16S
SRR9089357.9002	1543	54.63	55.57	Zymo_FL16S
SRR9089357.9003	1544	53.30	31.53	Zymo_FL16S
SRR9089357.9004	1545	50.81	31.70	Zymo_FL16S
SRR9089357.9005	1537	54.39	31.66	Zymo_FL16S
SRR9089357.9006	1543	53.21	60.44	Zymo_FL16S
SRR9089357.9007	1555	53.63	36.59	Zymo_FL16S
SRR9089357.9008	1554	53.60	46.32	Zymo_FL16S
SRR9089357.9009	1535	54.40	59.08	Zymo_FL16S
SRR9089357.9010	1535	54.33	73.11	Zymo_FL16S
SRR9089357.9011	1540	53.25	34.44	Zymo_FL16S
SRR9089357.9012	1577	52.50	31.63	Zymo_FL16S
SRR9089357.9013	1554	53.47	33.58	Zymo_FL16S
SRR9089357.9014	1547	50.74	41.26	Zymo_FL16S
SRR9089357.9015	1543	53.34	40.74	Zymo_FL16S
SRR9089357.9016	1555	53.44	30.89	Zymo_FL16S
SRR9089357.9017	1542	54.67	30.37	Zymo_FL16S
SRR9089357.9018	1545	50.68	35.75	Zymo_FL16S
SRR9089357.9019	1535	54.33	62.64	Zymo_FL16S
SRR9089357.9020	1535	54.27	39.62	Zymo_FL16S
SRR9089357.9021	1570	52.68	41.68	Zymo_FL16S
SRR9089357.9022	1543	54.63	50.16	Zymo_FL16S
SRR9089357.9023	1546	50.78	37.87	Zymo_FL16S
SRR9089357.9024	1532	53.33	54.77	Zymo_FL16S
SRR9089357.9025	1535	54.27	47.28	Zymo_FL16S
SRR9089357.9026	1542	53.37	35.96	Zymo_FL16S
SRR9089357.9027	1541	54.90	34.13	Zymo_FL16S
SRR9089357.9028	1535	50.62	34.33	Zymo_FL16S
SRR9089357.9029	1545	50.87	31.38	Zymo_FL16S
SRR9089357.9030	1535	54.46	34.71	Zymo_FL16S
SRR9089357.9031	1535	54.40	38.54	Zymo_FL16S
SRR9089357.9032	1541	54.90	32.80	Zymo_FL16S
SRR9089357.9033	1535	54.20	46.30	Zymo_FL16S
SRR9089357.9034	1548	50.65	33.65	Zymo_FL16S
SRR9089357.9035	1543	54.63	49.80	Zymo_FL16S
SRR9089357.9036	1555	53.63	35.98	Zymo_FL16S
SRR9089357.9037	1528	53.80	54.57	Zymo_FL16S
SRR9089357.9038	1533	54.34	31.03	Zymo_FL16S
SRR9089357.9039	1543	53.21	34.87	Zymo_FL16S
SRR9089357.9040	1535	54.33	50.04	Zymo_FL16S
SRR9089357.9041	1542	54.80	39.84	Zymo_FL16S
SRR9089357.9042	1543	54.70	75.09	Zymo_FL16S
SRR9089357.9043	1553	53.70	37.12	Zymo_FL16S
SRR9089357.9044	1545	50.74	40.76	Zymo_FL16S
SRR9089357.9045	1545	50.94	39.04	Zymo_FL16S
SRR9089357.9046	1546	52.52	33.42	Zymo_FL16S
SRR9089357.9047	1543	53.34	37.27	Zymo_FL16S
SRR9089357.9048	1543	54.76	36.30	Zymo_FL16S
SRR9089357.9049	1527	50.95	73.57	Zymo_FL16S
SRR9089357.9050	1541	53.47	67.31	Zymo_FL16S
SRR9089357.9051	1545	51.07	70.65	Zymo_FL16S
SRR9089357.9052	1528	53.93	43.18	Zymo_FL16S
SRR9089357.9053	1535	54.33	32.25	Zymo_FL16S
SRR9089357.9054	1542	54.80	42.08	Zymo_FL16S
SRR9089357.9055	1535	54.40	49.65	Zymo_FL16S
SRR9089357.9056	1538	54.23	32.59	Zymo_FL16S
SRR9089357.9057	1535	54.14	30.46	Zymo_FL16S
SRR9089357.9058	1545	50.74	65.30	Zymo_FL16S
SRR9089357.9059	1543	53.34	46.08	Zymo_FL16S
SRR9089357.9060	1544	50.78	67.34	Zymo_FL16S
SRR9089357.9061	1544	53.37	35.72	Zymo_FL16S
SRR9089357.9062	1545	50.87	67.90	Zymo_FL16S
SRR9089357.9063	1555	53.50	45.40	Zymo_FL16S
SRR9089357.9064	1535	54.33	72.44	Zymo_FL16S
SRR9089357.9065	1542	50.97	33.10	Zymo_FL16S
SRR9089357.9066	1543	53.34	54.05	Zymo_FL16S
SRR9089357.9067	1543	53.27	37.78	Zymo_FL16S
SRR9089357.9068	1543	53.34	54.85	Zymo_FL16S
SRR9089357.9069	1545	50.87	30.34	Zymo_FL16S
SRR9089357.9070	1543	53.14	54.13	Zymo_FL16S
SRR9089357.9071	1569	52.77	31.59	Zymo_FL16S
SRR9089357.9072	1544	50.84	40.57	Zymo_FL16S
SRR9089357.9073	1569	52.58	33.85	Zymo_FL16S
SRR9089357.9074	1533	54.27	30.48	Zymo_FL16S
SRR9089357.9075	1543	53.27	37.19	Zymo_FL16S
SRR9089357.9076	1544	53.37	37.00	Zymo_FL16S
SRR9089357.9077	1568	52.74	39.62	Zymo_FL16S
SRR9089357.9078	1543	53.34	42.87	Zymo_FL16S
SRR9089357.9079	1569	52.52	42.25	Zymo_FL16S
SRR9089357.9080	1543	53.34	54.83	Zymo_FL16S
SRR9089357.9081	1543	53.34	39.06	Zymo_FL16S
SRR9089357.9082	1535	54.20	45.53	Zymo_FL16S
SRR9089357.9083	1543	54.76	68.64	Zymo_FL16S
SRR9089357.9084	1545	50.94	33.93	Zymo_FL16S
SRR9089357.9085	1543	53.34	39.64	Zymo_FL16S
SRR9089357.9086	1546	50.65	32.58	Zymo_FL16S
SRR9089357.9087	1543	54.63	44.40	Zymo_FL16S
SRR9089357.9088	1553	53.57	35.72	Zymo_FL16S
SRR9089357.9089	1546	50.78	33.25	Zymo_FL16S
SRR9089357.9090	1554	53.60	85.40	Zymo_FL16S
SRR9089357.9091	1554	53.41	35.98	Zymo_FL16S
SRR9089357.9092	1544	54.66	39.32	Zymo_FL16S
SRR9089357.9093	1544	54.66	36.76	Zymo_FL16S
SRR9089357.9094	1543	54.76	47.34	Zymo_FL16S
SRR9089357.9095	1068	55.15	56.02	Zymo_FL16S
SRR9089357.9096	1541	53.34	90.97	Zymo_FL16S
SRR9089357.9097	1543	53.40	33.07	Zymo_FL16S
SRR9089357.9098	1554	53.60	42.91	Zymo_FL16S
SRR9089357.9099	1554	53.54	49.67	Zymo_FL16S
SRR9089357.9100	1544	54.60	35.64	Zymo_FL16S
SRR9089357.9101	1543	50.81	41.11	Zymo_FL16S
SRR9089357.9102	1578	52.53	32.07	Zymo_FL16S
SRR9089357.9103	1537	54.26	30.24	Zymo_FL16S
SRR9089357.9104	1543	53.27	46.81	Zymo_FL16S
SRR9089357.9105	1546	50.84	38.78	Zymo_FL16S
SRR9089357.9106	1546	50.65	32.11	Zymo_FL16S
SRR9089357.9107	1545	50.68	30.14	Zymo_FL16S
SRR9089357.9108	1543	53.34	77.45	Zymo_FL16S
SRR9089357.9109	1578	52.60	35.99	Zymo_FL16S
SRR9089357.9110	1536	54.30	30.66	Zymo_FL16S
SRR9089357.9111	1553	53.44	32.88	Zymo_FL16S
SRR9089357.9112	1543	54.76	41.12	Zymo_FL16S
SRR9089357.9113	1536	54.23	31.49	Zymo_FL16S
SRR9089357.9114	1537	54.33	32.63	Zymo_FL16S
SRR9089357.9115	1543	54.63	32.17	Zymo_FL16S
SRR9089357.9116	1542	53.44	42.77	Zymo_FL16S
SRR9089357.9117	1546	50.52	45.93	Zymo_FL16S
SRR9089357.9118	1540	54.74	43.05	Zymo_FL16S
SRR9089357.9119	1530	50.85	66.36	Zymo_FL16S
SRR9089357.9120	1543	54.70	45.52	Zymo_FL16S
SRR9089357.9121	1545	50.94	42.80	Zymo_FL16S
SRR9089357.9122	1541	54.64	46.87	Zymo_FL16S
SRR9089357.9123	1579	52.56	35.03	Zymo_FL16S
SRR9089357.9124	1535	54.27	31.69	Zymo_FL16S
SRR9089357.9125	1579	52.63	30.60	Zymo_FL16S
SRR9089357.9126	1543	54.63	38.95	Zymo_FL16S
SRR9089357.9127	1539	54.19	31.25	Zymo_FL16S
SRR9089357.9128	1545	50.68	40.88	Zymo_FL16S
SRR9089357.9129	1543	53.34	40.87	Zymo_FL16S
SRR9089357.9130	1542	54.67	37.27	Zymo_FL16S
SRR9089357.9131	1534	54.37	35.44	Zymo_FL16S
SRR9089357.9132	1555	53.50	33.57	Zymo_FL16S
SRR9089357.9133	1569	52.64	38.07	Zymo_FL16S
SRR9089357.9134	1568	52.74	40.41	Zymo_FL16S
SRR9089357.9135	1529	53.89	45.23	Zymo_FL16S
SRR9089357.9136	1555	53.38	36.22	Zymo_FL16S
SRR9089357.9137	1545	50.87	68.83	Zymo_FL16S
SRR9089357.9138	1530	53.40	36.07	Zymo_FL16S
SRR9089357.9139	1535	54.14	54.27	Zymo_FL16S
SRR9089357.9140	1544	53.24	33.27	Zymo_FL16S
SRR9089357.9141	1543	54.57	51.67	Zymo_FL16S
SRR9089357.9142	1543	53.14	35.50	Zymo_FL16S
SRR9089357.9143	1535	54.20	46.67	Zymo_FL16S
SRR9089357.9144	1535	54.33	36.60	Zymo_FL16S
SRR9089357.9145	1554	53.47	44.49	Zymo_FL16S
SRR9089357.9146	1543	54.76	33.73	Zymo_FL16S
SRR9089357.9147	1543	54.76	59.61	Zymo_FL16S
SRR9089357.9148	1529	53.89	45.74	Zymo_FL16S
SRR9089357.9149	1545	54.69	38.04	Zymo_FL16S
SRR9089357.9150	1569	52.71	42.57	Zymo_FL16S
SRR9089357.9151	1554	53.67	53.88	Zymo_FL16S
SRR9089357.9152	1544	53.24	37.37	Zymo_FL16S
SRR9089357.9153	1544	54.53	48.94	Zymo_FL16S
SRR9089357.9154	1535	54.27	53.84	Zymo_FL16S
SRR9089357.9155	1545	50.81	35.68	Zymo_FL16S
SRR9089357.9156	1535	54.27	59.73	Zymo_FL16S
SRR9089357.9157	1552	53.54	30.85	Zymo_FL16S
SRR9089357.9158	1543	53.34	34.43	Zymo_FL16S
SRR9089357.9159	1543	53.21	43.67	Zymo_FL16S
SRR9089357.9160	3096	54.17	32.10	Zymo_FL16S
SRR9089357.9161	1545	50.74	54.01	Zymo_FL16S
SRR9089357.9162	1529	53.89	36.73	Zymo_FL16S
SRR9089357.9163	1543	54.83	79.15	Zymo_FL16S
SRR9089357.9164	1545	50.81	79.84	Zymo_FL16S
SRR9089357.9165	1569	52.58	51.93	Zymo_FL16S
SRR9089357.9166	1543	54.89	44.09	Zymo_FL16S
SRR9089357.9167	1545	50.81	42.52	Zymo_FL16S
SRR9089357.9168	1543	53.34	49.95	Zymo_FL16S
SRR9089357.9169	1532	54.18	38.21	Zymo_FL16S
SRR9089357.9170	1534	54.37	32.83	Zymo_FL16S
SRR9089357.9171	1543	54.63	35.87	Zymo_FL16S
SRR9089357.9172	1542	53.57	34.87	Zymo_FL16S
SRR9089357.9173	1554	53.54	61.09	Zymo_FL16S
SRR9089357.9174	1543	53.34	56.48	Zymo_FL16S
SRR9089357.9175	1545	50.74	52.33	Zymo_FL16S
SRR9089357.9176	1569	52.52	72.22	Zymo_FL16S
SRR9089357.9177	1543	54.37	32.26	Zymo_FL16S
SRR9089357.9178	1535	54.33	45.06	Zymo_FL16S
SRR9089357.9179	1543	54.57	33.08	Zymo_FL16S
SRR9089357.9180	1542	54.93	30.97	Zymo_FL16S
SRR9089357.9181	1569	52.71	33.39	Zymo_FL16S
SRR9089357.9182	1535	54.27	35.09	Zymo_FL16S
SRR9089357.9183	1544	54.73	34.53	Zymo_FL16S
SRR9089357.9184	1534	54.50	31.94	Zymo_FL16S
SRR9089357.9185	1529	53.83	36.68	Zymo_FL16S
SRR9089357.9186	1554	53.54	47.54	Zymo_FL16S
SRR9089357.9187	1542	54.67	32.96	Zymo_FL16S
SRR9089357.9188	1537	54.26	31.12	Zymo_FL16S
SRR9089357.9189	1545	54.50	31.73	Zymo_FL16S
SRR9089357.9190	1554	53.60	43.58	Zymo_FL16S
SRR9089357.9191	1542	54.80	34.75	Zymo_FL16S
SRR9089357.9192	1533	54.40	67.41	Zymo_FL16S
SRR9089357.9193	1541	53.28	38.36	Zymo_FL16S
SRR9089357.9194	1535	54.20	76.83	Zymo_FL16S
SRR9089357.9195	1529	53.76	49.82	Zymo_FL16S
SRR9089357.9196	1553	53.70	34.23	Zymo_FL16S
SRR9089357.9197	1545	50.68	41.80	Zymo_FL16S
SRR9089357.9198	1535	54.33	51.57	Zymo_FL16S
SRR9089357.9199	1543	54.70	35.27	Zymo_FL16S
SRR9089357.9200	1543	54.89	56.42	Zymo_FL16S
SRR9089357.9201	1545	50.87	34.85	Zymo_FL16S
SRR9089357.9202	1538	53.25	55.63	Zymo_FL16S
SRR9089357.9203	1567	52.39	66.74	Zymo_FL16S
SRR9089357.9204	1542	53.24	41.11	Zymo_FL16S
SRR9089357.9205	1542	54.54	69.83	Zymo_FL16S
SRR9089357.9206	1545	50.74	46.52	Zymo_FL16S
SRR9089357.9207	1534	54.37	31.11	Zymo_FL16S
SRR9089357.9208	1543	54.83	44.44	Zymo_FL16S
SRR9089357.9209	1547	50.81	33.58	Zymo_FL16S
SRR9089357.9210	1534	54.24	53.52	Zymo_FL16S
SRR9089357.9211	1543	53.21	37.00	Zymo_FL16S
SRR9089357.9212	1543	54.76	44.17	Zymo_FL16S
SRR9089357.9213	1569	52.39	32.89	Zymo_FL16S
SRR9089357.9214	1545	50.81	51.86	Zymo_FL16S
SRR9089357.9215	1545	50.68	34.79	Zymo_FL16S
SRR9089357.9216	1535	54.27	38.74	Zymo_FL16S
SRR9089357.9217	1543	54.70	37.38	Zymo_FL16S
SRR9089357.9218	1554	53.67	32.77	Zymo_FL16S
SRR9089357.9219	1529	53.89	31.58	Zymo_FL16S
SRR9089357.9220	1570	52.68	49.88	Zymo_FL16S
SRR9089357.9221	724	53.45	93.00	Zymo_FL16S
SRR9089357.9222	1573	52.64	33.67	Zymo_FL16S
SRR9089357.9223	1546	54.66	31.13	Zymo_FL16S
SRR9089357.9224	1533	54.21	30.03	Zymo_FL16S
SRR9089357.9225	1546	50.78	44.85	Zymo_FL16S
SRR9089357.9226	1543	54.63	35.79	Zymo_FL16S
SRR9089357.9227	1558	53.40	30.38	Zymo_FL16S
SRR9089357.9228	1542	53.31	30.02	Zymo_FL16S
SRR9089357.9229	1529	54.02	72.54	Zymo_FL16S
SRR9089357.9230	1571	52.58	35.39	Zymo_FL16S
SRR9089357.9231	1543	53.14	34.52	Zymo_FL16S
SRR9089357.9232	1544	53.24	41.87	Zymo_FL16S
SRR9089357.9233	1535	54.33	32.63	Zymo_FL16S
SRR9089357.9234	1569	52.45	33.54	Zymo_FL16S
SRR9089357.9235	1544	53.30	37.52	Zymo_FL16S
SRR9089357.9236	1543	53.21	37.81	Zymo_FL16S
SRR9089357.9237	1545	50.81	42.74	Zymo_FL16S
SRR9089357.9238	1544	54.60	30.87	Zymo_FL16S
SRR9089357.9239	1545	50.81	36.14	Zymo_FL16S
SRR9089357.9240	1543	53.40	40.20	Zymo_FL16S
SRR9089357.9241	1536	54.23	35.72	Zymo_FL16S
SRR9089357.9242	1545	50.74	38.40	Zymo_FL16S
SRR9089357.9243	1535	54.27	45.35	Zymo_FL16S
SRR9089357.9244	1533	54.47	32.78	Zymo_FL16S
