#id	length	GC	avg.qual	sample
SRR9089358.2878	1549	52.29	40.46	BEI_FL16S
SRR9089358.2879	1549	52.29	57.83	BEI_FL16S
SRR9089358.2880	1550	52.39	84.27	BEI_FL16S
SRR9089358.2881	1550	52.32	59.08	BEI_FL16S
SRR9089358.2882	1534	54.43	30.91	BEI_FL16S
SRR9089358.2883	1544	51.23	37.84	BEI_FL16S
SRR9089358.2884	1544	50.97	38.65	BEI_FL16S
SRR9089358.2885	1544	51.04	54.36	BEI_FL16S
SRR9089358.2886	1549	53.07	30.88	BEI_FL16S
SRR9089358.2887	1545	51.00	45.07	BEI_FL16S
SRR9089358.2888	1544	51.10	49.88	BEI_FL16S
SRR9089358.2889	1553	52.29	30.90	BEI_FL16S
SRR9089358.2890	1550	52.32	38.88	BEI_FL16S
SRR9089358.2891	1543	51.07	36.59	BEI_FL16S
SRR9089358.2892	1550	52.45	46.58	BEI_FL16S
SRR9089358.2893	1544	51.17	34.09	BEI_FL16S
SRR9089358.2894	1541	51.14	33.72	BEI_FL16S
SRR9089358.2895	1527	54.49	39.64	BEI_FL16S
SRR9089358.2896	1457	55.18	30.10	BEI_FL16S
SRR9089358.2897	1460	55.34	77.01	BEI_FL16S
SRR9089358.2898	1544	51.10	47.81	BEI_FL16S
SRR9089358.2899	1541	51.01	38.33	BEI_FL16S
SRR9089358.2900	1545	51.07	31.17	BEI_FL16S
SRR9089358.2901	1536	54.49	34.79	BEI_FL16S
SRR9089358.2902	1544	51.04	39.71	BEI_FL16S
SRR9089358.2903	1543	53.34	46.87	BEI_FL16S
SRR9089358.2904	1535	54.53	60.61	BEI_FL16S
SRR9089358.2905	1545	51.13	33.54	BEI_FL16S
SRR9089358.2906	1460	55.21	33.51	BEI_FL16S
SRR9089358.2907	1544	51.04	42.79	BEI_FL16S
SRR9089358.2908	1549	52.36	33.56	BEI_FL16S
SRR9089358.2909	1542	51.04	30.47	BEI_FL16S
SRR9089358.2910	1552	52.32	36.31	BEI_FL16S
SRR9089358.2911	1544	51.04	36.79	BEI_FL16S
SRR9089358.2912	1462	55.20	31.84	BEI_FL16S
SRR9089358.2913	1460	55.14	42.15	BEI_FL16S
SRR9089358.2914	1536	54.36	32.07	BEI_FL16S
SRR9089358.2915	1534	54.37	31.23	BEI_FL16S
SRR9089358.2916	1547	50.94	30.07	BEI_FL16S
SRR9089358.2917	1548	51.16	36.07	BEI_FL16S
SRR9089358.2918	1542	51.88	45.36	BEI_FL16S
SRR9089358.2919	1550	52.32	60.87	BEI_FL16S
SRR9089358.2920	1544	51.04	48.60	BEI_FL16S
SRR9089358.2921	1544	51.04	41.47	BEI_FL16S
SRR9089358.2922	1545	53.20	36.33	BEI_FL16S
SRR9089358.2923	1544	50.91	42.69	BEI_FL16S
SRR9089358.2924	1544	51.17	41.32	BEI_FL16S
SRR9089358.2925	1534	54.37	34.54	BEI_FL16S
SRR9089358.2926	1544	51.94	30.73	BEI_FL16S
SRR9089358.2927	1549	52.23	32.36	BEI_FL16S
SRR9089358.2928	1535	54.40	34.42	BEI_FL16S
SRR9089358.2929	1545	50.87	32.95	BEI_FL16S
SRR9089358.2930	1544	50.97	35.63	BEI_FL16S
SRR9089358.2931	1535	54.33	37.78	BEI_FL16S
SRR9089358.2932	1535	54.46	37.95	BEI_FL16S
SRR9089358.2933	1545	51.13	52.39	BEI_FL16S
SRR9089358.2934	1533	54.34	35.05	BEI_FL16S
SRR9089358.2935	1543	51.00	39.35	BEI_FL16S
SRR9089358.2936	1544	51.68	30.19	BEI_FL16S
SRR9089358.2937	1544	51.10	31.27	BEI_FL16S
SRR9089358.2938	1534	54.50	32.86	BEI_FL16S
SRR9089358.2939	1534	54.43	37.27	BEI_FL16S
SRR9089358.2940	1542	52.01	63.18	BEI_FL16S
SRR9089358.2941	1547	51.13	40.59	BEI_FL16S
SRR9089358.2942	1536	54.36	33.15	BEI_FL16S
SRR9089358.2943	1550	52.32	43.90	BEI_FL16S
SRR9089358.2944	1535	54.33	51.58	BEI_FL16S
SRR9089358.2945	3063	54.26	33.13	BEI_FL16S
SRR9089358.2946	1545	50.87	35.77	BEI_FL16S
SRR9089358.2947	1542	51.95	44.52	BEI_FL16S
SRR9089358.2948	1550	52.32	60.77	BEI_FL16S
SRR9089358.2949	1549	52.42	35.85	BEI_FL16S
SRR9089358.2950	1544	51.10	40.98	BEI_FL16S
SRR9089358.2951	1544	50.97	39.27	BEI_FL16S
SRR9089358.2952	1550	52.32	42.63	BEI_FL16S
SRR9089358.2953	1549	52.29	41.09	BEI_FL16S
SRR9089358.2954	1544	51.10	62.78	BEI_FL16S
SRR9089358.2955	1543	51.00	33.43	BEI_FL16S
SRR9089358.2956	1544	51.10	30.31	BEI_FL16S
SRR9089358.2957	1541	51.91	39.07	BEI_FL16S
SRR9089358.2958	1550	52.32	34.74	BEI_FL16S
SRR9089358.2959	1546	51.10	32.01	BEI_FL16S
SRR9089358.2960	1545	51.13	34.32	BEI_FL16S
SRR9089358.2961	1550	52.32	70.83	BEI_FL16S
SRR9089358.2962	1550	52.32	65.60	BEI_FL16S
SRR9089358.2963	1542	53.37	36.83	BEI_FL16S
SRR9089358.2964	1523	54.37	35.74	BEI_FL16S
SRR9089358.2965	1544	51.04	34.61	BEI_FL16S
SRR9089358.2966	1550	52.26	56.21	BEI_FL16S
SRR9089358.2967	1531	54.41	31.60	BEI_FL16S
SRR9089358.2968	1549	52.29	55.87	BEI_FL16S
SRR9089358.2969	1550	52.39	60.59	BEI_FL16S
SRR9089358.2970	1543	51.98	32.12	BEI_FL16S
SRR9089358.2971	1550	52.19	56.82	BEI_FL16S
SRR9089358.2972	1550	52.39	36.24	BEI_FL16S
SRR9089358.2973	1534	54.56	33.97	BEI_FL16S
SRR9089358.2974	1544	51.23	32.29	BEI_FL16S
SRR9089358.2975	1544	50.97	40.17	BEI_FL16S
SRR9089358.2976	1550	52.32	43.01	BEI_FL16S
SRR9089358.2977	1544	51.04	58.78	BEI_FL16S
SRR9089358.2978	1550	52.32	63.46	BEI_FL16S
SRR9089358.2979	1535	54.20	54.72	BEI_FL16S
SRR9089358.2980	1461	55.30	33.42	BEI_FL16S
SRR9089358.2981	1460	55.27	40.29	BEI_FL16S
SRR9089358.2982	1544	53.30	31.24	BEI_FL16S
SRR9089358.2983	1535	54.40	46.14	BEI_FL16S
SRR9089358.2984	1544	51.23	32.96	BEI_FL16S
SRR9089358.2985	1550	52.26	33.82	BEI_FL16S
SRR9089358.2986	1550	52.32	30.13	BEI_FL16S
SRR9089358.2987	1550	52.32	40.20	BEI_FL16S
SRR9089358.2988	1535	54.27	38.20	BEI_FL16S
SRR9089358.2989	1550	52.26	33.45	BEI_FL16S
SRR9089358.2990	1550	52.39	31.34	BEI_FL16S
SRR9089358.2991	1550	52.39	61.28	BEI_FL16S
SRR9089358.2992	1547	50.94	34.44	BEI_FL16S
SRR9089358.2993	1544	51.10	55.68	BEI_FL16S
SRR9089358.2994	1535	54.46	35.05	BEI_FL16S
SRR9089358.2995	1544	51.10	47.68	BEI_FL16S
SRR9089358.2996	1544	52.53	45.41	BEI_FL16S
SRR9089358.2997	1544	51.10	47.49	BEI_FL16S
SRR9089358.2998	1535	54.20	39.86	BEI_FL16S
SRR9089358.2999	1460	55.21	45.94	BEI_FL16S
SRR9089358.3000	1448	55.46	45.59	BEI_FL16S
SRR9089358.3001	1545	51.00	45.13	BEI_FL16S
SRR9089358.3002	1459	55.31	38.17	BEI_FL16S
SRR9089358.3003	1535	54.20	50.61	BEI_FL16S
SRR9089358.3004	1551	52.16	35.76	BEI_FL16S
SRR9089358.3005	1544	50.84	40.28	BEI_FL16S
SRR9089358.3006	1547	52.42	36.47	BEI_FL16S
SRR9089358.3007	1551	52.29	40.66	BEI_FL16S
SRR9089358.3008	1535	54.33	57.23	BEI_FL16S
SRR9089358.3009	1550	52.32	55.21	BEI_FL16S
SRR9089358.3010	1550	52.32	42.39	BEI_FL16S
SRR9089358.3011	1553	52.16	38.89	BEI_FL16S
SRR9089358.3012	1535	54.53	45.15	BEI_FL16S
SRR9089358.3013	1549	52.36	30.55	BEI_FL16S
SRR9089358.3014	1544	51.04	75.73	BEI_FL16S
SRR9089358.3015	1544	51.10	36.28	BEI_FL16S
SRR9089358.3016	1547	52.29	45.63	BEI_FL16S
SRR9089358.3017	1545	51.13	42.02	BEI_FL16S
SRR9089358.3018	1542	50.91	31.57	BEI_FL16S
SRR9089358.3019	1550	52.32	43.54	BEI_FL16S
SRR9089358.3020	1550	52.26	31.29	BEI_FL16S
SRR9089358.3021	1546	51.03	33.59	BEI_FL16S
SRR9089358.3022	1459	55.11	50.72	BEI_FL16S
SRR9089358.3023	1544	50.97	58.17	BEI_FL16S
SRR9089358.3024	1530	54.25	30.45	BEI_FL16S
SRR9089358.3025	1544	51.10	41.29	BEI_FL16S
SRR9089358.3026	1545	50.87	35.14	BEI_FL16S
SRR9089358.3027	1543	51.07	52.18	BEI_FL16S
SRR9089358.3028	1545	51.13	36.26	BEI_FL16S
SRR9089358.3029	1459	55.24	31.89	BEI_FL16S
SRR9089358.3030	1552	52.38	42.30	BEI_FL16S
SRR9089358.3031	1544	51.10	34.29	BEI_FL16S
SRR9089358.3032	1506	51.99	35.02	BEI_FL16S
SRR9089358.3033	1459	55.24	35.07	BEI_FL16S
SRR9089358.3034	1543	51.07	44.78	BEI_FL16S
SRR9089358.3035	1543	51.13	34.90	BEI_FL16S
SRR9089358.3036	1544	51.10	39.99	BEI_FL16S
SRR9089358.3037	1457	55.18	67.19	BEI_FL16S
SRR9089358.3038	1538	52.02	38.78	BEI_FL16S
SRR9089358.3039	1504	52.26	33.20	BEI_FL16S
SRR9089358.3040	1543	51.07	31.52	BEI_FL16S
SRR9089358.3041	1535	54.40	75.18	BEI_FL16S
SRR9089358.3042	1536	54.36	40.53	BEI_FL16S
SRR9089358.3043	1542	51.95	38.73	BEI_FL16S
SRR9089358.3044	3085	53.32	34.28	BEI_FL16S
SRR9089358.3045	1544	50.97	33.95	BEI_FL16S
SRR9089358.3046	1544	51.17	44.71	BEI_FL16S
SRR9089358.3047	1544	50.91	32.93	BEI_FL16S
SRR9089358.3048	1460	55.21	34.49	BEI_FL16S
SRR9089358.3049	1545	51.07	36.63	BEI_FL16S
SRR9089358.3050	1534	54.50	41.65	BEI_FL16S
SRR9089358.3051	1550	52.32	33.73	BEI_FL16S
SRR9089358.3052	1550	52.19	61.17	BEI_FL16S
SRR9089358.3053	1504	52.13	56.80	BEI_FL16S
SRR9089358.3054	1460	55.27	38.45	BEI_FL16S
SRR9089358.3055	1549	52.16	34.81	BEI_FL16S
SRR9089358.3056	1544	51.04	35.03	BEI_FL16S
SRR9089358.3057	1550	52.26	55.29	BEI_FL16S
SRR9089358.3058	1550	52.26	56.40	BEI_FL16S
SRR9089358.3059	1460	55.34	85.79	BEI_FL16S
SRR9089358.3060	3069	53.41	31.18	BEI_FL16S
SRR9089358.3061	1543	51.00	34.24	BEI_FL16S
SRR9089358.3062	1550	52.19	77.65	BEI_FL16S
SRR9089358.3063	1542	53.44	33.73	BEI_FL16S
SRR9089358.3064	1551	52.35	35.60	BEI_FL16S
SRR9089358.3065	1542	51.88	44.11	BEI_FL16S
SRR9089358.3066	1551	52.29	45.50	BEI_FL16S
SRR9089358.3067	1543	51.07	33.08	BEI_FL16S
SRR9089358.3068	1535	54.59	41.61	BEI_FL16S
SRR9089358.3069	1550	52.32	48.19	BEI_FL16S
SRR9089358.3070	1540	52.08	49.14	BEI_FL16S
SRR9089358.3071	3079	52.65	30.01	BEI_FL16S
SRR9089358.3072	1550	52.26	44.39	BEI_FL16S
SRR9089358.3073	1542	51.95	41.40	BEI_FL16S
SRR9089358.3074	1535	54.33	71.98	BEI_FL16S
SRR9089358.3075	1544	51.10	42.33	BEI_FL16S
SRR9089358.3076	1535	54.53	50.62	BEI_FL16S
SRR9089358.3077	1540	51.10	30.83	BEI_FL16S
SRR9089358.3078	1544	51.04	56.21	BEI_FL16S
SRR9089358.3079	1460	55.21	46.51	BEI_FL16S
SRR9089358.3080	1552	52.38	40.03	BEI_FL16S
SRR9089358.3081	1544	51.17	36.18	BEI_FL16S
SRR9089358.3082	1536	54.49	41.88	BEI_FL16S
SRR9089358.3083	1543	51.07	36.53	BEI_FL16S
SRR9089358.3084	1551	52.22	34.43	BEI_FL16S
SRR9089358.3085	1536	54.30	36.66	BEI_FL16S
SRR9089358.3086	1536	54.30	37.49	BEI_FL16S
SRR9089358.3087	1551	52.16	34.24	BEI_FL16S
SRR9089358.3088	1550	52.39	34.89	BEI_FL16S
SRR9089358.3089	1535	54.33	36.63	BEI_FL16S
SRR9089358.3090	1545	51.20	31.22	BEI_FL16S
SRR9089358.3091	1546	50.97	30.06	BEI_FL16S
SRR9089358.3092	1542	50.97	38.90	BEI_FL16S
SRR9089358.3093	1544	50.65	38.96	BEI_FL16S
SRR9089358.3094	1550	52.32	36.89	BEI_FL16S
SRR9089358.3095	1545	53.98	30.92	BEI_FL16S
SRR9089358.3096	1550	52.32	37.80	BEI_FL16S
SRR9089358.3097	1545	51.13	47.65	BEI_FL16S
SRR9089358.3098	1544	51.04	34.37	BEI_FL16S
SRR9089358.3099	1547	51.00	33.66	BEI_FL16S
SRR9089358.3100	1545	51.91	31.66	BEI_FL16S
SRR9089358.3101	1551	52.29	31.75	BEI_FL16S
SRR9089358.3102	1551	52.42	36.70	BEI_FL16S
SRR9089358.3103	1552	52.26	33.43	BEI_FL16S
SRR9089358.3104	1544	50.97	38.39	BEI_FL16S
SRR9089358.3105	1544	50.97	40.70	BEI_FL16S
SRR9089358.3106	1535	54.20	41.13	BEI_FL16S
SRR9089358.3107	1460	55.21	32.68	BEI_FL16S
SRR9089358.3108	1545	53.27	59.99	BEI_FL16S
SRR9089358.3109	1547	50.87	32.03	BEI_FL16S
SRR9089358.3110	1549	52.36	30.84	BEI_FL16S
SRR9089358.3111	1537	54.46	35.01	BEI_FL16S
SRR9089358.3112	1543	50.87	33.16	BEI_FL16S
SRR9089358.3113	1550	52.26	62.10	BEI_FL16S
SRR9089358.3114	1550	52.13	40.14	BEI_FL16S
SRR9089358.3115	1548	52.26	30.32	BEI_FL16S
SRR9089358.3116	1550	52.32	32.56	BEI_FL16S
SRR9089358.3117	1460	55.27	79.13	BEI_FL16S
SRR9089358.3118	1547	52.36	31.10	BEI_FL16S
SRR9089358.3119	1547	52.29	35.90	BEI_FL16S
SRR9089358.3120	1544	51.10	72.63	BEI_FL16S
SRR9089358.3121	1549	52.42	30.29	BEI_FL16S
SRR9089358.3122	1544	53.17	44.79	BEI_FL16S
SRR9089358.3123	1545	53.20	40.76	BEI_FL16S
SRR9089358.3124	1544	51.04	33.66	BEI_FL16S
SRR9089358.3125	1460	55.34	31.24	BEI_FL16S
SRR9089358.3126	1543	51.13	31.11	BEI_FL16S
SRR9089358.3127	1542	51.88	39.68	BEI_FL16S
SRR9089358.3128	1549	52.29	44.84	BEI_FL16S
SRR9089358.3129	1552	52.32	43.55	BEI_FL16S
SRR9089358.3130	1460	55.14	34.10	BEI_FL16S
SRR9089358.3131	1549	52.29	46.94	BEI_FL16S
SRR9089358.3132	1550	52.39	31.46	BEI_FL16S
SRR9089358.3133	1535	54.40	30.85	BEI_FL16S
SRR9089358.3134	1545	51.20	32.07	BEI_FL16S
SRR9089358.3135	1551	52.16	51.85	BEI_FL16S
SRR9089358.3136	1536	54.36	35.19	BEI_FL16S
SRR9089358.3137	1550	52.32	34.79	BEI_FL16S
SRR9089358.3138	1545	51.07	33.34	BEI_FL16S
SRR9089358.3139	1505	52.36	32.09	BEI_FL16S
SRR9089358.3140	1544	50.91	48.97	BEI_FL16S
SRR9089358.3141	1544	51.04	39.81	BEI_FL16S
SRR9089358.3142	1545	50.94	32.91	BEI_FL16S
SRR9089358.3143	1527	54.62	33.49	BEI_FL16S
SRR9089358.3144	1497	50.23	72.78	BEI_FL16S
SRR9089358.3145	1460	55.14	34.77	BEI_FL16S
SRR9089358.3146	1535	54.33	38.02	BEI_FL16S
SRR9089358.3147	1460	55.27	38.03	BEI_FL16S
SRR9089358.3148	1544	51.81	40.52	BEI_FL16S
SRR9089358.3149	1544	51.04	34.11	BEI_FL16S
SRR9089358.3150	1550	52.39	85.52	BEI_FL16S
SRR9089358.3151	1544	51.17	36.91	BEI_FL16S
SRR9089358.3152	1538	51.04	31.64	BEI_FL16S
SRR9089358.3153	1551	52.42	30.31	BEI_FL16S
SRR9089358.3154	1552	52.32	33.85	BEI_FL16S
SRR9089358.3155	1460	55.34	65.86	BEI_FL16S
SRR9089358.3156	1534	54.37	52.62	BEI_FL16S
SRR9089358.3157	1544	50.97	52.33	BEI_FL16S
SRR9089358.3158	1535	54.46	53.55	BEI_FL16S
SRR9089358.3159	1546	50.91	34.12	BEI_FL16S
SRR9089358.3160	1543	50.94	30.36	BEI_FL16S
SRR9089358.3161	1535	54.46	35.88	BEI_FL16S
SRR9089358.3162	1546	50.78	41.96	BEI_FL16S
SRR9089358.3163	1534	54.37	34.10	BEI_FL16S
SRR9089358.3164	1536	54.36	32.55	BEI_FL16S
SRR9089358.3165	1460	55.21	39.41	BEI_FL16S
SRR9089358.3166	1550	52.32	47.82	BEI_FL16S
SRR9089358.3167	1524	54.40	51.32	BEI_FL16S
SRR9089358.3168	1543	51.07	34.26	BEI_FL16S
SRR9089358.3169	1536	54.36	33.05	BEI_FL16S
SRR9089358.3170	1091	53.35	34.09	BEI_FL16S
SRR9089358.3171	1544	51.10	61.20	BEI_FL16S
SRR9089358.3172	1543	51.00	43.83	BEI_FL16S
SRR9089358.3173	1544	51.17	43.90	BEI_FL16S
SRR9089358.3174	1544	51.10	61.25	BEI_FL16S
SRR9089358.3175	1551	52.22	32.15	BEI_FL16S
SRR9089358.3176	1523	54.43	32.83	BEI_FL16S
SRR9089358.3177	1537	54.46	46.28	BEI_FL16S
SRR9089358.3178	1532	54.31	33.95	BEI_FL16S
SRR9089358.3179	1506	52.39	33.70	BEI_FL16S
SRR9089358.3180	1529	54.41	61.81	BEI_FL16S
SRR9089358.3181	1459	55.31	42.99	BEI_FL16S
SRR9089358.3182	1544	51.10	35.99	BEI_FL16S
SRR9089358.3183	1538	50.91	48.18	BEI_FL16S
SRR9089358.3184	1534	54.37	38.52	BEI_FL16S
SRR9089358.3185	1538	51.82	35.95	BEI_FL16S
SRR9089358.3186	1550	52.32	34.90	BEI_FL16S
SRR9089358.3187	1542	52.01	37.07	BEI_FL16S
SRR9089358.3188	1550	52.39	38.85	BEI_FL16S
SRR9089358.3189	1538	51.17	37.97	BEI_FL16S
SRR9089358.3190	1551	52.35	44.76	BEI_FL16S
SRR9089358.3191	1543	51.07	30.39	BEI_FL16S
SRR9089358.3192	1551	52.35	31.97	BEI_FL16S
SRR9089358.3193	1544	51.04	42.20	BEI_FL16S
SRR9089358.3194	1543	50.87	30.56	BEI_FL16S
SRR9089358.3195	1544	51.17	43.37	BEI_FL16S
SRR9089358.3196	1460	55.27	42.53	BEI_FL16S
SRR9089358.3197	1535	54.27	54.87	BEI_FL16S
SRR9089358.3198	1543	51.13	35.54	BEI_FL16S
SRR9089358.3199	1551	52.35	38.95	BEI_FL16S
SRR9089358.3200	1551	52.22	33.06	BEI_FL16S
SRR9089358.3201	1547	52.42	69.76	BEI_FL16S
SRR9089358.3202	1537	54.39	39.13	BEI_FL16S
SRR9089358.3203	1536	54.17	36.78	BEI_FL16S
SRR9089358.3204	1538	52.34	31.54	BEI_FL16S
SRR9089358.3205	1546	50.97	30.69	BEI_FL16S
SRR9089358.3206	1550	52.32	67.63	BEI_FL16S
SRR9089358.3207	1550	52.32	55.16	BEI_FL16S
SRR9089358.3208	1550	52.26	36.38	BEI_FL16S
SRR9089358.3209	1550	52.45	57.30	BEI_FL16S
SRR9089358.3210	1545	50.94	41.58	BEI_FL16S
SRR9089358.3211	1544	51.04	37.87	BEI_FL16S
SRR9089358.3212	1460	55.27	34.42	BEI_FL16S
SRR9089358.3213	3077	52.68	30.61	BEI_FL16S
SRR9089358.3214	1548	52.39	31.58	BEI_FL16S
SRR9089358.3215	1543	51.07	30.65	BEI_FL16S
SRR9089358.3216	1552	50.84	31.97	BEI_FL16S
SRR9089358.3217	1547	51.00	32.26	BEI_FL16S
SRR9089358.3218	1545	51.26	35.55	BEI_FL16S
SRR9089358.3219	1545	51.13	49.26	BEI_FL16S
SRR9089358.3220	1535	54.20	42.81	BEI_FL16S
SRR9089358.3221	1546	51.16	36.75	BEI_FL16S
SRR9089358.3222	1549	52.36	72.75	BEI_FL16S
SRR9089358.3223	1536	51.17	33.90	BEI_FL16S
SRR9089358.3224	1566	51.92	74.88	BEI_FL16S
SRR9089358.3225	1537	54.52	31.48	BEI_FL16S
SRR9089358.3226	1544	50.91	39.04	BEI_FL16S
SRR9089358.3227	1543	51.00	59.24	BEI_FL16S
SRR9089358.3228	1535	54.33	36.10	BEI_FL16S
SRR9089358.3229	1544	53.17	72.00	BEI_FL16S
SRR9089358.3230	1536	52.08	58.99	BEI_FL16S
SRR9089358.3231	1534	54.56	35.58	BEI_FL16S
SRR9089358.3232	1551	52.55	32.77	BEI_FL16S
SRR9089358.3233	1545	50.81	30.00	BEI_FL16S
SRR9089358.3234	1535	51.07	66.51	BEI_FL16S
SRR9089358.3235	1545	51.13	34.89	BEI_FL16S
SRR9089358.3236	1535	54.40	34.84	BEI_FL16S
SRR9089358.3237	1454	55.36	35.58	BEI_FL16S
SRR9089358.3238	1544	50.91	44.83	BEI_FL16S
SRR9089358.3239	1550	52.32	38.63	BEI_FL16S
SRR9089358.3240	1545	51.07	31.63	BEI_FL16S
SRR9089358.3241	1544	53.17	31.98	BEI_FL16S
SRR9089358.3242	1550	52.39	46.24	BEI_FL16S
SRR9089358.3243	1535	54.33	34.64	BEI_FL16S
SRR9089358.3244	1505	52.36	40.75	BEI_FL16S
SRR9089358.3245	1543	51.13	36.34	BEI_FL16S
SRR9089358.3246	1545	51.00	59.06	BEI_FL16S
SRR9089358.3247	1536	54.36	34.02	BEI_FL16S
SRR9089358.3248	1535	54.40	59.74	BEI_FL16S
SRR9089358.3249	1538	52.54	38.08	BEI_FL16S
SRR9089358.3250	1533	54.34	37.25	BEI_FL16S
SRR9089358.3251	1545	51.13	32.60	BEI_FL16S
SRR9089358.3252	1460	55.07	44.42	BEI_FL16S
SRR9089358.3253	1544	51.10	35.51	BEI_FL16S
SRR9089358.3254	1550	52.39	48.06	BEI_FL16S
SRR9089358.3255	1535	54.46	41.66	BEI_FL16S
SRR9089358.3256	1544	50.91	48.96	BEI_FL16S
SRR9089358.3257	1529	53.96	69.46	BEI_FL16S
SRR9089358.3258	1536	54.30	30.97	BEI_FL16S
SRR9089358.3259	1531	51.27	46.64	BEI_FL16S
SRR9089358.3260	1545	51.00	52.68	BEI_FL16S
SRR9089358.3261	1550	52.32	43.30	BEI_FL16S
SRR9089358.3262	1534	54.37	37.22	BEI_FL16S
SRR9089358.3263	1545	50.74	37.74	BEI_FL16S
SRR9089358.3264	1548	52.33	32.65	BEI_FL16S
SRR9089358.3265	1543	53.21	33.98	BEI_FL16S
SRR9089358.3266	1544	51.10	64.83	BEI_FL16S
SRR9089358.3267	1544	51.10	37.79	BEI_FL16S
SRR9089358.3268	1549	52.23	33.00	BEI_FL16S
SRR9089358.3269	1544	50.97	52.64	BEI_FL16S
SRR9089358.3270	1550	52.26	33.28	BEI_FL16S
SRR9089358.3271	1548	52.33	46.07	BEI_FL16S
SRR9089358.3272	1550	52.19	64.76	BEI_FL16S
SRR9089358.3273	1517	54.71	43.62	BEI_FL16S
SRR9089358.3274	1549	52.23	40.01	BEI_FL16S
SRR9089358.3275	1544	51.10	62.15	BEI_FL16S
SRR9089358.3276	1548	52.39	59.11	BEI_FL16S
SRR9089358.3277	1550	52.26	37.34	BEI_FL16S
SRR9089358.3278	1535	54.20	60.33	BEI_FL16S
SRR9089358.3279	1536	51.11	47.16	BEI_FL16S
SRR9089358.3280	1550	52.32	43.71	BEI_FL16S
SRR9089358.3281	1460	55.34	37.60	BEI_FL16S
SRR9089358.3282	1545	51.07	34.01	BEI_FL16S
SRR9089358.3283	1506	52.39	31.12	BEI_FL16S
SRR9089358.3284	1542	51.04	31.29	BEI_FL16S
SRR9089358.3285	1534	54.43	36.68	BEI_FL16S
SRR9089358.3286	1541	50.62	38.50	BEI_FL16S
SRR9089358.3287	1546	52.39	53.33	BEI_FL16S
SRR9089358.3288	1550	52.32	34.84	BEI_FL16S
SRR9089358.3289	1546	52.13	30.96	BEI_FL16S
SRR9089358.3290	1544	51.10	42.58	BEI_FL16S
SRR9089358.3291	3067	54.45	36.72	BEI_FL16S
SRR9089358.3292	1550	52.32	89.63	BEI_FL16S
SRR9089358.3293	1550	52.26	32.23	BEI_FL16S
SRR9089358.3294	1544	51.04	37.11	BEI_FL16S
SRR9089358.3295	1459	55.24	44.40	BEI_FL16S
SRR9089358.3296	1551	52.22	34.36	BEI_FL16S
SRR9089358.3297	1544	51.04	44.25	BEI_FL16S
SRR9089358.3298	1542	51.04	30.39	BEI_FL16S
SRR9089358.3299	1547	52.42	34.39	BEI_FL16S
SRR9089358.3300	1548	50.97	34.31	BEI_FL16S
SRR9089358.3301	1545	51.07	48.47	BEI_FL16S
SRR9089358.3302	1460	55.27	60.26	BEI_FL16S
SRR9089358.3303	1547	51.33	31.52	BEI_FL16S
SRR9089358.3304	1542	51.88	35.76	BEI_FL16S
SRR9089358.3305	1461	55.03	30.16	BEI_FL16S
SRR9089358.3306	1137	54.09	35.10	BEI_FL16S
SRR9089358.3307	1459	55.24	38.84	BEI_FL16S
SRR9089358.3308	1462	55.34	32.56	BEI_FL16S
SRR9089358.3309	3086	51.46	30.25	BEI_FL16S
SRR9089358.3310	1550	52.39	67.42	BEI_FL16S
SRR9089358.3311	1545	51.00	30.43	BEI_FL16S
SRR9089358.3312	1544	50.91	35.43	BEI_FL16S
SRR9089358.3313	1542	51.95	35.31	BEI_FL16S
SRR9089358.3314	1535	54.46	43.32	BEI_FL16S
SRR9089358.3315	1549	52.36	35.94	BEI_FL16S
SRR9089358.3316	1544	53.17	34.68	BEI_FL16S
SRR9089358.3317	1536	54.62	34.27	BEI_FL16S
SRR9089358.3318	1534	54.30	30.66	BEI_FL16S
SRR9089358.3319	1535	54.33	42.81	BEI_FL16S
SRR9089358.3320	1550	52.26	34.13	BEI_FL16S
SRR9089358.3321	1550	52.32	35.89	BEI_FL16S
SRR9089358.3322	1544	51.04	35.30	BEI_FL16S
SRR9089358.3323	1544	51.30	43.79	BEI_FL16S
SRR9089358.3324	1550	52.26	35.03	BEI_FL16S
SRR9089358.3325	1535	54.66	45.82	BEI_FL16S
SRR9089358.3326	1535	54.53	34.00	BEI_FL16S
SRR9089358.3327	1535	54.33	37.30	BEI_FL16S
SRR9089358.3328	1460	55.34	47.30	BEI_FL16S
SRR9089358.3329	1550	52.32	41.44	BEI_FL16S
SRR9089358.3330	1535	54.20	39.36	BEI_FL16S
SRR9089358.3331	1551	52.22	38.55	BEI_FL16S
SRR9089358.3332	1550	52.32	52.82	BEI_FL16S
SRR9089358.3333	1535	54.40	38.83	BEI_FL16S
SRR9089358.3334	1546	52.26	41.04	BEI_FL16S
SRR9089358.3335	1544	51.10	37.32	BEI_FL16S
SRR9089358.3336	1549	52.29	33.31	BEI_FL16S
SRR9089358.3337	1549	52.36	31.24	BEI_FL16S
SRR9089358.3338	1543	53.34	30.11	BEI_FL16S
SRR9089358.3339	1544	51.04	59.25	BEI_FL16S
SRR9089358.3340	1544	50.78	55.85	BEI_FL16S
SRR9089358.3341	1534	54.24	43.30	BEI_FL16S
SRR9089358.3342	1549	52.23	73.89	BEI_FL16S
SRR9089358.3343	1557	51.19	30.87	BEI_FL16S
