Feature ID	Taxon	Confidence	Assignment Database
ae63aca9da6affdeebeca601aff10966	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Unclassified; g__Unclassified; s__Unclassified	35	GTDB r207
482be00828df7f753b19e53a00b12450	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	54	GTDB r207
22ab0b690acc98f64a157fc0c7694c21	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia; s__Dongia sp000620685	100	GTDB r207
1cc208dcfb93c33d90538e1ee335e8d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__Unclassified; s__Unclassified	75	GTDB r207
6f223b292e5dc2f749615946f4d511c0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__Unclassified	39	GTDB r207
703c39e4e848492898e0a583b726436f	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__UBA9968; s__UBA9968 sp001799045	82	GTDB r207
a16c4f3f1890d1da5ca44ea0f7dfc78c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKGY01; s__JADKGY01 sp016716665	100	GTDB r207
6e78787178a33cb75459a5f213f9aff1	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945	100	GTDB r207
5f5d739c628f91b0306590fba624ae65	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
8abc82e6e3ed21fc9dee14ca792aeea9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__Acidibacter; s__Acidibacter ferrireducens	100	RefSeq + RDP
87bb741e8d0328aed465cb4e9db43b54	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
a8eefabe737c41b51628e80d2a3fc7f7	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794; f__S012-128; g__S012-128; s__S012-128 sp015488325	94	GTDB r207
0a67a712fedea7b446442d037c2fd0e1	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	99	GTDB r207
26a2818900f7f189800c7cfa8d3dc939	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01; s__JABFXX01 sp016720595	100	GTDB r207
5d93c9d90de031cabdff79278d31d8a8	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__JADJPG01; g__JADJPG01; s__JADJPG01 sp016713365	99	GTDB r207
49240794ad83700edc5af78925ee65f6	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__SHVA01; s__SHVA01 sp009691195	97	GTDB r207
a1ae80c1e4c31427980a40406cb6c4a2	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Unclassified; g__Unclassified; s__Unclassified	60	GTDB r207
b544fe749f334b2bc9feff37506b9bcb	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira A defluvii A	100	GTDB r207
215ed218f2d85d4df4a7e299b5e509bc	d__Bacteria; p__Planctomycetota; c__MHYJ01; o__WSZJ01; f__WSZJ01; g__WSZJ01; s__WSZJ01 sp009773755	100	GTDB r207
83d576fe7100690007d13557f3916af4	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
faa0c0092447f000a8eab8afe9ce4bc2	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unclassified; s__Unclassified	46	GTDB r207
18db89740de51357b4405443a2c53e9b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	22	GTDB r207
33931eb6d4bd3e70f6c67a09233295c9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Unclassified; g__Unclassified; s__Unclassified	51	GTDB r207
35048a8c23138155836626b0fb70d329	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945	100	GTDB r207
99142323f783f793cff202718eda56d6	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira A defluvii A	96	GTDB r207
cf459900a4ee697c95888543d727dd37	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	62	GTDB r207
999975e23155cf11a4e6ded1143502b4	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Caenimonas; s__Caenimonas koreensis	97	RefSeq + RDP
7ccadaacaffa9546abfc00cdf160de14	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ferrovibrionales; f__Ferrovibrionaceae; g__SYSU-D60015; s__SYSU-D60015 sp003576705	100	GTDB r207
3b2d5f3f10472b4f3ae9249979ab8f1d	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__HGW-BRC1-1; s__HGW-BRC1-1 sp002842095	100	GTDB r207
d2bdd67e1acfcb02f0c60455b314f72f	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845; f__Unclassified; g__Unclassified; s__Unclassified	78	GTDB r207
b59c7d51534ea3a46b515d1ac391e89e	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
b6c25460ac535233b9c298a083a24439	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__Arenimonas oryziterrae	99	GTDB r207
3e47f33e65523447b4732c0b7af4e0c3	d__Bacteria; p__; c__; o__; f__; g__; s__ soil	91	RefSeq + RDP
b44adf2d7b8d727da0f57b40486442aa	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__Unclassified; s__Unclassified	57	GTDB r207
4e740e0f8f790010528c6e1432ca962e	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa; s__Gemmatirosa kalamazoonesis	85	GTDB r207
80449aa81b1f96c1a06718ba817a489a	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp902812375	100	GTDB r207
b25bf901b9eef94c1cb227a5e661cfc5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	92	GTDB r207
c6b3edf4faab04f0c4abb3f768bc9c6e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__Unclassified; s__Unclassified	52	GTDB r207
dd281920b9e799fafee72d73d585705e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus thioparus	95	GTDB r207
b9abed2142a8b4c2e7a0c230b5e9408b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
cb2666a4db41ab07137db7bc931fe4fa	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Aromatoleum; s__Aromatoleum buckelii	100	RefSeq + RDP
bdf72a0503ca8c5fed7cd62a8405abb6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp005881595	95	GTDB r207
cdb8d556e7b98641f895103dc3bbe7ea	d__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__ Acidobacteria	91	RefSeq + RDP
e143a33d3ad5ebb506a7429099e62e24	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Unclassified	75	GTDB r207
ad532979ae785e8ead7ef74144c12557	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__SCN-69-37; g__SCN-69-37; s__SCN-69-37 sp001724025	86	GTDB r207
4acbcb660a6b9e9768524a1a8447ec31	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__ATM1; g__J051; s__J051 sp011331565	100	GTDB r207
cc4d6878ae495004d4b925535ef94ec5	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	96	GTDB r207
395d1710357d9afc547993f596035413	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Unclassified; g__Unclassified; s__Unclassified	55	GTDB r207
a0fa002973a21ad07042fc26bf0d8553	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	99	GTDB r207
cdf30272590e6e6c8c96e75326001331	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Unclassified; g__Unclassified; s__Unclassified	60	GTDB r207
e569c7876791b8adf37b51614ef3dae3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Unclassified; g__Unclassified; s__Unclassified	72	GTDB r207
80820f09fec39bdb6e619232f237c75c	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	100	GTDB r207
da9672641e284af4b1e135f234ab9440	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Aromatoleum; s__Aromatoleum sp001274695	86	GTDB r207
39a1a50975cc860d2e03751646f7054a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__Pseudoxanthomonas mexicana	100	Silva 138.1
21b4c85bfff439deb7e54aeaa7ddb39a	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	71	GTDB r207
bbff7a458caeccb7c4cbe51b0f6dde0d	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__Unclassified; s__Unclassified	52	GTDB r207
4243e73acb1e13b534854ffe8d9c046b	d__Bacteria; p__; c__; o__; f__; g__; s__ soil	99	RefSeq + RDP
f42b13e5e132b037c9687ed0df7471b4	d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__Unclassified; g__Unclassified; s__Unclassified	57	GTDB r207
061ff8f7068bc8b6d548f58f6b4364d5	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__UBA10348; g__1-14-0-65-60-17; s__1-14-0-65-60-17 sp002787815	86	GTDB r207
13e12724af670abb5cbedaca462c95d2	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	54	GTDB r207
e36cc8e010ac6931f82ba177192e91bf	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Unclassified	57	GTDB r207
993431edef27d6d05489e091ccb91f87	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	87	GTDB r207
c52baf3f2b0c09fe90a9fad39c8c7bd1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Unclassified; g__Unclassified; s__Unclassified	18	GTDB r207
7ed9bb68ad9a24b89f8dfb4aabd961bf	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
3374cc81b141b2538bfce1dbb5d73a58	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	73	GTDB r207
8e84ca1825b4d5f5f9b05f9d676d0476	d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__RBG-16-71-46; g__CAIXRL01; s__CAIXRL01 sp016710095	100	GTDB r207
593dbe10923822b7d39fe4a313ae9a7b	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira A defluvii A	93	GTDB r207
b469bd0ae754b105352d77aabf4ed12d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__RBG-16-66-20; s__RBG-16-66-20 sp016868105	98	GTDB r207
af95ac1a35b2441b81029064c17e0af4	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Unclassified; g__Unclassified; s__Unclassified	40	GTDB r207
a68d39ba7a3734da911ad09e3cb01b96	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	95	GTDB r207
1715926315f9b9dc55563f82267118ad	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	62	GTDB r207
78ab5461dd436fa1c0d11a1588e99cf8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	79	GTDB r207
3ccde488d40ee26361cf3f8d641f5766	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
cb2858c6769927df55f9f4db3882a6d7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKGY01; s__JADKGY01 sp016716665	100	GTDB r207
b1b647651d8c4052a3a400a42ebc2e86	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Geminicoccales; f__Geminicoccaceae; g__Arboricoccus; s__Arboricoccus pini	91	GTDB r207
1307d4c95a009dd1bb52c85331881cec	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__ATM1; g__Unclassified; s__Unclassified	76	GTDB r207
4e6da57189909a661b6f71fe4bc93f11	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
645a4dc3092d4edb82761917f7f95ff1	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__OLB17 sp016711345	100	GTDB r207
b206ac3995f6190628ef32be6362ae0f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Unclassified; g__Unclassified; s__Unclassified	52	GTDB r207
7710e966270f82fd91e9027347bf6ba5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	63	GTDB r207
9df739e0655317b7f9c02442f22be8ff	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp902812375	100	GTDB r207
f3574670296739d71773b9eff5280d9a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Unclassified; s__Unclassified	66	GTDB r207
be252fd104191f78b4d356da965f290e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Unclassified; g__Unclassified; s__Unclassified	29	GTDB r207
558ef81beee18cd2910979d96d0f5b9e	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__Piscinibacter; s__Piscinibacter defluvii	81	RefSeq + RDP
a7fad971f6fb66ff7d3b66c1a95fad93	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__WYBL01; s__WYBL01 sp011526565	100	GTDB r207
1a4d8f8c6006267feedb85d8f514cdf8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Unclassified; s__Unclassified	40	GTDB r207
cc6f8f776d965fb736f0d45c890cdca6	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp902812375	100	GTDB r207
a7b9d0d393da3df4a5f22cec14ca5528	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Unclassified; s__Unclassified	74	GTDB r207
abcca6e7f777c6ca41c6e7477ff427c8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__Arenimonas oryziterrae	83	GTDB r207
e0944b1556cb9983ce10710155bfa9c8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Allosphingosinicella; s__Allosphingosinicella sp003347635	99	GTDB r207
f8d49c8c3abbe757b1e3a28add3c0235	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__Longimicrobium sp902805735	100	GTDB r207
3b10ccddb546dbaec76a60da845b000c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	75	GTDB r207
01e534fb510efadcf870defbf5e3f0bb	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	100	GTDB r207
56aae900a7d2cba0e89b4afcc4286aeb	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Unclassified; s__Unclassified	47	GTDB r207
9743e5888c1816aa8f77f0280ee3a006	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__Chitinophaga rupis	96	GTDB r207
5991ecab75fa4ea18328b31605a115cc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	56	GTDB r207
0c4340f15d6f340dfb73f08a9939afe5	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945	100	GTDB r207
6ef21bc9d6f9ce04e1bee9303c8742c5	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unclassified; s__Unclassified	60	GTDB r207
8a818f2efe8e03bb72b6fdc0170859f0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01; s__JABFXX01 sp016720595	100	GTDB r207
5c5c57ec39adbb707ebf6d55ee7fc60b	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unclassified; s__Unclassified	57	GTDB r207
10dbe47be774469263f682a0bc0901c2	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unclassified; s__Unclassified	36	GTDB r207
3aa449574a2489d475c25bd7e909d5b3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Unclassified; s__Unclassified	34	GTDB r207
baf197ab8570d584745e29a5b4c5f93f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Unclassified; s__Unclassified	78	GTDB r207
1b77c7a078e79682afd5103d1244de5b	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	99	GTDB r207
6725f6d43d0804c4dd7f94ea674d4f2f	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Palsa-739; s__Palsa-739 sp003139545	100	GTDB r207
9a36361968454f6c40e878688bd553dc	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__Dormibacterales; f__Dormibacteraceae; g__Palsa-870; s__Palsa-870 sp004299235	100	GTDB r207
fb55496fab73e877848aed642605ac5c	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	64	GTDB r207
919f3a1fdd0d01c0bdfc362524d34b7c	d__Bacteria; p__Desulfobacterota; c__BSN033; o__BSN033; f__UBA1163; g__Unclassified; s__Unclassified	74	GTDB r207
b51a7f076391069344e9d91fd31fc7f9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Hypericibacter; s__Hypericibacter adhaerens	94	GTDB r207
74ad3af9ab3fa6b2f58d17d3dfa66e3c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Unclassified; s__Unclassified	63	GTDB r207
0eb8c8d5d7e8a72ce6d6772a4c1d4da1	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geotalea; s__Unclassified	66	GTDB r207
69acf0d12e7d190c708be76536eb56f2	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__UBA4738; f__HRBIN12; g__AC-51; s__Unclassified	55	GTDB r207
25957aa9f41ba748ec3f8a7946ef5529	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	92	GTDB r207
575f57350642d53e7ae905ca78ed8fe6	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UTPRO1; f__DP-6; g__DP-3; s__DP-3 sp005888095	100	GTDB r207
9de3fae93d58a30355e588c64fe111d7	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia_subdivision_3; g__; s__ Ellin5102	100	RefSeq + RDP
73e9e0e355a78478bac8214315988953	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__SbA1; g__JABDBE01; s__JABDBE01 sp013288805	98	GTDB r207
6d9387e14bc00e189bf3163bd7ccf05c	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__Unclassified	70	GTDB r207
448348660facfec323828f792958d129	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__2-02-FULL-66-22; g__2-02-FULL-66-22; s__2-02-FULL-66-22 sp001771285	100	GTDB r207
dfd8589184fe52ed9a89d876bfa64072	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__JJ008 sp016720585	90	GTDB r207
856c1965c45c6420bebafaee4d61273d	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Unclassified; g__Unclassified; s__Unclassified	56	GTDB r207
1e30099efee6a038ac7fcf6d1e964f60	d__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__ Acidobacteria	83	RefSeq + RDP
2249b58031b5e872a74652a44a47acf1	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	52	GTDB r207
b3543dad09a63c7045873149211e9d0e	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	74	GTDB r207
19843a6df71cb76101d40f4c2d2a9b1b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter_A; s__Lysobacter A helvus	100	GTDB r207
853af04bdfcd35b0d0a650b48c5d5626	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Unclassified; s__Unclassified	56	GTDB r207
d263721985c5b7cca9b0a9e231582f0d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	96	GTDB r207
09e1c41660a53d9aa8bf6966dea00d2c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
bb1d4759249794c81162a83c97f885bc	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Unclassified; g__Unclassified; s__Unclassified	46	GTDB r207
1d375216d8d6fad6168b0de3e38c139c	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus thioparus	99	RefSeq + RDP
6a402779be1e89a464578f8915e1a89e	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	70	GTDB r207
36deaa9b2cc14368da0b6ce3c1168590	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__Arenimonas oryziterrae	81	GTDB r207
fddccee3df208d0fcc9f5dc519e795d2	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__UBA5704; g__JAAYLR01; s__JAAYLR01 sp016699405	100	GTDB r207
8d762646c592e3b50527c25d7a24c52f	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae; g__Unclassified; s__Unclassified	39	GTDB r207
953ba35995e9204e69a88cb4ad22f2a1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Sphingomicrobium sp011301715	90	GTDB r207
2b2d2f7586dc0bc59cc5702ab39ed85a	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	56	GTDB r207
